uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,collectDate,aquaticSiteType,samplingImpractical,sdgSampleCollected,parentSampleID,eventID,measurementDepth,samplerType,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp,maxDepth,lakeSampleDepth1,lakeSampleDepth2,aCollectedBy,bCollectedBy,remarks,publicationDate
e1fd6618-844b-4002-8e22-8aa71e07f743,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2017-11-13T14:28Z,stream,,,HOPB.SS.20171113,HOPB.20171113,,Grab,14.8,111,109.5,3,,,,bhudson@battelleecology.org,adavila@battelleecology.org,,20200224T164109Z
02c6c44b-59f3-436b-bfb2-70eab267d9ec,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2017-12-06T15:50Z,stream,,,HOPB.SS.20171206,HOPB.20171206,,,13.6,111,97.9,6.4,,,,thillman@battelleecology.org,thillman@battelleecology.org,,20200224T163947Z
06ed03d9-ce2d-4ae8-afd7-3dbfc6488c77,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2017-12-12T14:25Z,stream,,,HOPB.SS.20171212,HOPB.20171212,,,14.8,108,102.8,1.3,,,,thillman@battelleecology.org,thillman@battelleecology.org,,20200224T163947Z
497c4deb-c3c6-45c3-93dc-fb988f29788f,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-01-25T14:42Z,stream,,,HOPB.SS.20180125,HOPB.20180125,,,15,104,101.1,0,,,,Mbara@battelleecology.org,thillman@battelleecology.org,,20200224T170524Z
26b1eb45-2a8f-43ed-a294-a6ef1fc509d6,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-02-14T15:10Z,stream,,,HOPB.SS.20180214,HOPB.20180214,,Grab,14.7,105,102.1,0.7,,,,Mbara@battelleecology.org,Mbara@battelleecology.org,,20200224T172042Z
4dd33f2c-2fbc-43c7-abdf-b6fa2816d3d3,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-02-20T15:12Z,stream,,,HOPB.SS.20180220,HOPB.20180220,,Grab,13.4,99,99.9,2.4,,,,rwilliams@battelleecology.org,llukas@battelleecology.org,,20200224T172042Z
75c329d2-a61b-4d3f-bc11-fa65b6a5dbba,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-02-28T14:33Z,stream,,,HOPB.SS.20180228,HOPB.20180228,,Grab,13,97,106.4,2.3,,,,rwilliams@battelleecology.org,kgodfrey@battelleecology.org,,20200224T172042Z
17bd5d52-7ad1-4d63-a437-7306c09d68a6,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-03-06T14:34Z,stream,,,HOPB.SS.20180306,HOPB.20180306,,Grab,13.1,96,107.4,1.9,,,,rwilliams@battelleecology.org,rwilliams@battelleecology.org,,20200224T171801Z
6bdf1a85-105b-43b7-b341-2352291a1e05,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-03-12T14:52Z,stream,,,HOPB.SS.20180312,HOPB.20180312,,Grab,13,95,108.7,2.1,,,,rwilliams@battelleecology.org,llukas@battelleecology.org,,20200224T171801Z
49bd636e-5243-4832-93df-f1225b6b6754,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-03-19T14:21Z,stream,,,HOPB.SS.20180319,HOPB.20180319,,Grab,14.3,100,123,0,,,,rwilliams@battelleecology.org,rwilliams@battelleecology.org,,20200224T171801Z
1c5eb68d-8ecf-46b8-a8a9-8b3c62c155fd,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-03-29T14:10Z,stream,,,HOPB.SS.20180329,HOPB.20180329,,Grab,12.6,98,102.9,4.3,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,,20200224T171801Z
5f9a2886-55a8-41a2-b281-a9b478e3d67c,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-04-05T14:32Z,stream,,,HOPB.SS.20180405,HOPB.20180405,,Grab,13.07,96.3,108.9,1.9,,,,rwilliams@battelleecology.org,jlerner@battelleecology.org,,20200224T171614Z
b2e2f579-df35-41f7-8b43-d800054cf1f1,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-04-10T13:30Z,stream,,,HOPB.SS.20180410,HOPB.20180410,,Grab,12.53,95.1,121.1,3.1,,,,rwilliams@battelleecology.org,rwilliams@battelleecology.org,,20200224T171614Z
7a97241c-6d79-4686-97ae-b22f8686dc68,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-04-16T13:47Z,stream,,,HOPB.SS.20180416,HOPB.20180416,,Grab,12.99,93.3,110.1,0.9,,,,rwilliams@battelleecology.org,jlerner@battelleecology.org,,20200224T171614Z
cc02d07d-9b72-4f0a-bb7e-01d5446bd6e4,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-04-25T14:35Z,stream,,,HOPB.SS.20180425,HOPB.20180425,,Grab,10.59,93.2,108.7,8.9,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,,20200224T171614Z
9c953a47-ec63-4083-9a69-981d02ea2d3b,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-05-14T14:00Z,stream,,,HOPB.SS.20180514,HOPB.20180514,,Grab,10.01,96.3,113,12.6,,,,rwilliams@battelleecology.org,ewallis@battelleecology.org,,20200224T171411Z
1ac7af09-0108-4da4-9b18-73a9582cfcda,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-05-22T14:33Z,stream,,,HOPB.SS.20180522,HOPB.20180522,,Grab,10.1,98.2,115.2,13.4,,,,rwilliams@battelleecology.org,jlerner@battelleecology.org,,20200224T171411Z
a915bb94-f352-4088-bec1-50f18d2de5d3,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-06-04T14:50Z,stream,,,HOPB.SS.20180604,HOPB.20180604,,Grab,10.23,99.4,120,12.9,,,,rwilliams@battelleecology.org,jlerner@battelleecology.org,,20200224T171141Z
a69b321f-fc03-4bce-8c45-ef755028e3c3,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-06-19T13:44Z,stream,,,HOPB.SS.20180619,HOPB.20180619,,Grab,8.92,99.2,119.9,19.7,,,,jlerner@battelleecology.org,jlerner@battelleecology.org,,20200224T171141Z
a4724714-0d39-464c-81f4-15d6f49b6edb,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-07-11T14:20Z,stream,,,HOPB.SS.20180711,HOPB.20180711,,Grab,8.9,99.8,141,20.1,,,,jlerner@battelleecology.org,llukas@battelleecology.org,,20200224T172204Z
74ba6900-5786-4a67-9d56-161a1f8b4e33,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-07-17T15:16Z,stream,,,HOPB.SS.20180717,HOPB.20180717,,"",8.43,99.7,145.6,22.4,,,,rwilliams@battelleecology.org,jlerner@battelleecology.org,,20200224T172204Z
739da512-a2fd-4f02-ba6b-d5aa8ab498ae,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-08-14T12:57Z,stream,,,HOPB.SS.20180814,HOPB.20180814,,Grab,8.61,92.6,82,18.3,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,,20200224T164546Z
d8653b18-430d-4143-831f-fe09726fa23b,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-09-06T13:08Z,stream,,,HOPB.SS.20180906,HOPB.20180906,,Grab,8.69,99.4,119.9,21.2,,,,jlerner@battelleecology.org,muffenbeck@battelleecology.org,"",20200224T164514Z
7313f401-222e-4ff2-90e2-88ed66c9c1b4,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-09-25T13:00Z,stream,,,HOPB.SS.20180925,HOPB.20180925,,Grab,10.7,99.1,95.9,11.7,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,Brought microbe grab sample to lab for processing due to rain,20200224T164514Z
9a32a133-6642-45c2-8cea-2f8223f90121,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-10-09T15:06Z,stream,,,HOPB.SS.20181009,HOPB.20181009,,Grab,9.87,97.3,85.6,14.6,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,,20200224T164112Z
30ecafff-01bc-4e6f-a4de-afeb49951dcd,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-11-06T14:26Z,stream,,,HOPB.SS.20181106,HOPB.20181106,,Grab,11.33,98.2,65.9,8.2,,,,rwilliams@battelleecology.org,rwilliams@battelleecology.org,,20200224T163937Z
09d17c51-301f-4881-badd-041273351a94,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-11-13T15:44Z,stream,,,HOPB.SS.20181113,HOPB.20181113,,Grab,11.86,97.1,62.6,5.8,,,,llukas@battelleecology.org,rwilliams@battelleecology.org,,20200224T163937Z
12b2178f-d770-4aa7-8194-af7f40f5321e,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-12-04T14:57Z,stream,,,HOPB.SS.20181204,HOPB.20181204,,Grab,11.51,91.5,74.4,3.5,,,,llukas@battelleecology.org,rwilliams@battelleecology.org,,20200224T164708Z
660c6332-63b1-493b-a8da-f4da8ce36367,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2018-12-10T14:51Z,stream,,,HOPB.SS.20181210,HOPB.20181210,,Grab,12.61,87.5,80.8,0,,,,llukas@battelleecology.org,rwilliams@battelleecology.org,,20200224T164708Z
5727ae58-8935-4645-9512-7dcaabd66417,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-01-24T14:58Z,stream,,,HOPB.SS.20190124,HOPB.20190124,,Grab,13.33,94.8,97.3,0.1,,,,Mbara@battelleecology.org,rwilliams@battelleecology.org,,20200224T172047Z
69277045-e40d-4ff9-8f72-a37f9b7eeeb1,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-01-29T15:35Z,stream,,,HOPB.SS.20190129,HOPB.20190129,,Grab,13.6,93,85.6,0.1,,,,rwilliams@battelleecology.org,llukas@battelleecology.org,,20200224T172047Z
f322b2ea-18cf-4c92-89f9-a57aa785a410,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-02-14T14:15Z,stream,,,HOPB.SS.20190214,HOPB.20190214,,Grab,13.92,97.7,100.5,0,,,,rwilliams@battelleecology.org,rwilliams@battelleecology.org,"",20200224T171813Z
8feb64d8-eefc-46b6-9ecd-e260345d61d8,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-02-26T14:36Z,stream,,,HOPB.SS.20190226,HOPB.20190226,,Grab,13.5,93.8,122.5,0,,,,rwilliams@battelleecology.org,rwilliams@battelleecology.org,Too cold to field process AMC (would have frozen in filter). Processed at lab,20200224T171813Z
a7668b6a-2d2f-48c9-99d2-0a4f773c29bd,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-03-06T14:52Z,stream,,,HOPB.SS.20190306,HOPB.20190306,,Grab,13.88,97.2,120.2,0,,,,mbara@battelleecology.org,rwilliams@battelleecology.org,"",20200224T171619Z
5f6e16a4-d7d1-41b4-98b6-202ab7d5d56d,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-03-12T14:12Z,stream,,,HOPB.SS.20190312,HOPB.20190312,,Grab,13,91.4,138.3,0.3,,,,0000-0003-2931-6669,0000-0003-4958-6412,FIL sample is barcoded but wasn't scanned,20200224T171619Z
f9a933b2-cd52-494a-9aea-15fad922d586,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-03-21T14:35Z,stream,,,HOPB.SS.20190321,HOPB.20190321,,Grab,13.5,99.6,114.7,1.9,,,,0000-0003-4958-6412,0000-0003-3617-6916,"",20200224T171619Z
01d8cedf-9841-4012-a173-683e85df42f7,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-03-28T13:54Z,stream,,,HOPB.SS.20190328,HOPB.20190328,,Grab,13.53,97.2,112.2,1.5,,,,0000-0003-2931-6669,0000-0003-4958-6412,"",20200224T171619Z
efba2b78-0287-42c4-a7be-3be97f98b7f0,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-04-04T13:06Z,stream,,,HOPB.SS.20190404,HOPB.20190404,,Grab,13,96.9,99.2,2.6,,,,0000-0003-2931-6669,0000-0003-4958-6412,,20200224T171407Z
fbd51992-a5f0-4562-ab51-f947fcedfc41,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-04-09T14:44Z,stream,,,HOPB.SS.20190409,HOPB.20190409,,Grab,12.38,97.3,90.5,4.1,,,,0000-0003-4958-6412,0000-0002-8951-4934,,20200224T171407Z
2e603826-ab09-4472-b4fc-7a03e4a934b8,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-04-25T13:30Z,stream,,,HOPB.SS.20190425,HOPB.20190425,,Grab,11.2,97.3,91.3,8.1,,,,0000-0003-4958-6412,0000-0003-1933-3182,,20200224T171407Z
691f45b7-d3d5-425f-be79-be479c415c00,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-05-13T13:35Z,stream,,,HOPB.SS.20190513,HOPB.20190513,,Grab,11.43,99,87.5,8.2,,,,0000-0003-4958-6412,0000-0002-8951-4934,,20200224T171144Z
1f280d50-9335-45ee-81c2-15977e5219c2,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-05-21T12:36Z,stream,,,HOPB.SS.20190521,HOPB.20190521,,Grab,10.48,97.43,88.9,12.06,,,,0000-0003-4958-6412,0000-0002-8951-4934,,20200224T171144Z
bc7a6190-fe7c-4d03-a85f-a19f63f895db,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-06-03T14:01Z,stream,,,HOPB.SS.20190603,HOPB.20190603,,Grab,9.48,92.4,94.7,12.9,,,,0000-0002-8951-4934,0000-0003-4958-6412,,20200224T172207Z
4fbe8154-b273-4a93-9235-981ae763b88e,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-06-24T13:20Z,stream,,,HOPB.SS.20190624,HOPB.20190624,,Grab,10.66,110.7,105,16,,,,0000-0003-4958-6412,0000-0002-1541-5968,,20200224T172207Z
50f6ed2b-22aa-4626-96ec-5fd8c854d0ab,D01,HOPB,HOPB.AOS.S2,42.471741,-72.330664,0.3,10,213.6,0.3,WGS84,,,,,,2019-07-11T12:34Z,stream,,,HOPB.SS.20190711,HOPB.20190711,,Grab,8.7,94.8,115.5,18,,,,0000-0003-4958-6412,0000-0002-8951-4934,,20200224T164549Z
