uid,domainID,siteID,namedLocation,collectDate,analysisDate,internalLabID,internalSampleName,internalLabFileName,sampleID,sampleCode,concentrationCH4,runDetectionLimitCH4,precisionCH4,concentrationCO2,runDetectionLimitCO2,precisionCO2,concentrationN2O,runDetectionLimitN2O,precisionN2O,sampleCondition,laboratoryName,analyzedBy,externalRemarks,volumeGasAnalyzed,gasStandardAccuracy,gasCheckStandardPercentDev,gasCheckStandardQF,publicationDate
625f38c4-4b86-4719-a9af-5e0b3568650c,D04,CUPE,CUPE,2019-04-29T11:55Z,2019-05-03,2,A00000040044,C:\Chem32\1\Data\NEON_GHG 2019-05-03 1\14.D,CUPE.SS.20190429.WAT,A00000040044,1.9372986,0.0555,0.884,988.5446596,5.67,0.549,0.5118744,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163015Z
421958ab-b60b-48b8-91cd-4770aac48e95,D04,CUPE,CUPE,2019-04-29T11:55Z,2019-05-03,1,A00000040045,C:\Chem32\1\Data\NEON_GHG 2019-05-03 1\13.D,CUPE.SS.20190429.AIR,A00000040045,1.8511242,0.0555,0.884,485.4374407,5.67,0.549,0.3412225,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163015Z
4db6962d-c4a0-4db4-92fc-531b60e4eb86,D04,CUPE,CUPE,2019-05-07T11:41Z,2019-06-07,48,CUPE.ss.20190507.wat,C:\Chem32\1\Data\NEON_GHG 2019-06-07\048F6401.D,CUPE.SS.20190507.WAT,A00000040095,2.5190193,0.0555,0.884,1240.0761094,5.67,0.549,0.4541437,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163214Z
e8908279-2390-41e1-9f1a-80feb64f38be,D04,CUPE,CUPE,2019-05-07T11:41Z,2019-06-07,47,CUPE.ss.20190507.air,C:\Chem32\1\Data\NEON_GHG 2019-06-07\047F6201.D,CUPE.SS.20190507.AIR,A00000040094,2.4747911,0.0555,0.884,660.739295,5.67,0.549,0.3731691,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163214Z
58012fb2-50a6-419d-9c6b-85e991c82c89,D04,CUPE,CUPE,2019-05-23T11:17Z,2019-06-07,40,CUPE.ss.20190523.wat,C:\Chem32\1\Data\NEON_GHG 2019-06-07\040F6301.D,CUPE.SS.20190523.WAT,A00000113603,2.5330655,0.0555,0.884,1151.4572744,5.67,0.549,0.3908741,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163214Z
0b91de5a-88b5-4eca-8d03-afe8deaaf3a1,D04,CUPE,CUPE,2019-05-23T11:17Z,2019-06-07,39,CUPE.ss.20190523.air,C:\Chem32\1\Data\NEON_GHG 2019-06-07\039F6101.D,CUPE.SS.20190523.AIR,A00000113604,2.2438513,0.0555,0.884,686.6569044,5.67,0.549,0.3605069,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163214Z
a6b35b7e-43f5-4901-8a3f-1560ec088682,D04,CUPE,CUPE,2019-06-04T12:15Z,2019-06-07,42,CUPE.ss.20190604.wat,C:\Chem32\1\Data\NEON_GHG 2019-06-07\042F5201.D,CUPE.SS.20190604.WAT,A00000113508,2.3752832,0.0555,0.884,1088.9678072,5.67,0.549,0.460905,0.00464,0.626,"",Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163552Z
512c041f-f9f4-41ab-8c88-dd2af9692a7d,D04,CUPE,CUPE,2019-06-04T12:15Z,2019-06-07,41,CUPE.ss.20190604.air,C:\Chem32\1\Data\NEON_GHG 2019-06-07\041F5001.D,CUPE.SS.20190604.AIR,A00000113509,2.1484825,0.0555,0.884,571.2128718,5.67,0.549,0.504589,0.00464,0.626,"",Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163552Z
00f6824b-7cff-43b6-8267-4405cfa60d66,D04,CUPE,CUPE,2019-06-24T12:46Z,2019-07-20,13,CUPE.ss.20190624.wat,C:\Chem32\1\Data\NEON_GHG 2019-07-19 2019-07-19\55.D,CUPE.SS.20190624.WAT,A00000113322,1.7948239,0.0555,0.884,1288.7213488,5.67,0.549,0.2738639,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163552Z
4d13b3d0-585c-4c22-85cc-f66f21b77237,D04,CUPE,CUPE,2019-06-24T12:46Z,2019-07-20,15,CUPE.ss.20190624.wat.2,C:\Chem32\1\Data\NEON_GHG 2019-07-19 2019-07-19\59.D,CUPE.SS.20190624.WAT.2,A00000113323,1.831785,0.0555,0.884,1292.6228589,5.67,0.549,0.325209,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163552Z
8613e1a2-86f9-4b66-bb53-78191b62eb3a,D04,CUPE,CUPE,2019-06-24T12:46Z,2019-07-20,14,CUPE.ss.20190624.wat.3,C:\Chem32\1\Data\NEON_GHG 2019-07-19 2019-07-19\57.D,CUPE.SS.20190624.WAT.3,A00000113324,1.8263893,0.0555,0.884,1209.418003,5.67,0.549,0.2850319,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163552Z
e4f34854-167c-4342-a62f-6e621f058f0f,D04,CUPE,CUPE,2019-06-24T12:46Z,2019-07-20,16,CUPE.ss.20190624.air,C:\Chem32\1\Data\NEON_GHG 2019-07-19 2019-07-19\61.D,CUPE.SS.20190624.AIR,A00000113321,1.5413582,0.0555,0.884,648.0956735,5.67,0.549,0.4535509,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163552Z
22b0d17f-edc9-419c-b0d6-55f2f9f72cc2,D04,CUPE,CUPE,2019-07-09T11:46Z,2019-07-19,29,CUPE.ss.20190709.wat,C:\Chem32\1\Data\NEON_GHG 2019-07-19 2019-07-19\38.D,CUPE.SS.20190709.WAT,A00000109631,1.6364257,0.0555,0.884,1241.7173679,5.67,0.549,0.4317314,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163103Z
0928fb8a-8ff2-4ec2-9e42-505ee76816eb,D04,CUPE,CUPE,2019-07-09T11:46Z,2019-07-19,30,CUPE.ss.20190709.air,C:\Chem32\1\Data\NEON_GHG 2019-07-19 2019-07-19\40.D,CUPE.SS.20190709.AIR,A00000109632,1.6350032,0.0555,0.884,636.5241573,5.67,0.549,0.3882622,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163103Z
b56e2018-71d1-4d18-b406-89fbc432d460,D04,CUPE,CUPE,2019-07-18T12:11Z,2019-08-12,41,CUPE.ss.20190718.air,C:\Chem32\1\Data\NEON GHG 20190812 2019-08-12\30.D,CUPE.SS.20190718.AIR,A00000109702,1.75867,0.0555,0.884,1231.6866097,5.67,0.549,0.366079,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163103Z
62994d33-0ded-4f79-93cf-ece0e91d38fe,D04,CUPE,CUPE,2019-07-18T12:11Z,2019-08-12,42,CUPE.ss.20190718.wat,C:\Chem32\1\Data\NEON GHG 20190812 2019-08-12\32.D,CUPE.SS.20190718.WAT,A00000109701,1.5827912,0.0555,0.884,830.0524794,5.67,0.549,0.3776867,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163103Z
6e054904-0347-42db-83c4-75afd842f0c4,D04,CUPE,CUPE,2019-08-06T10:52Z,2019-08-12,3,CUPE.ss.20190806.air,C:\Chem32\1\Data\NEON GHG 20190812 2019-08-12\12.D,CUPE.SS.20190806.AIR,A00000113107,1.7795464,0.0555,0.884,554.0881301,5.67,0.549,0.9182128,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163048Z
ea6c0fbf-fa32-4623-8a81-c51ac882a433,D04,CUPE,CUPE,2019-08-06T10:52Z,2019-08-12,4,CUPE.ss.20190806.wat,C:\Chem32\1\Data\NEON GHG 20190812 2019-08-12\14.D,CUPE.SS.20190806.WAT,A00000113090,2.1408406,0.0555,0.884,1048.82044,5.67,0.549,0.8863971,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163048Z
114b3880-b95d-4a61-927d-9e7bdd61336b,D04,CUPE,CUPE,2019-08-12T11:53Z,2019-09-14,1,CUPE.ss.20190812.air,C:\Chem32\1\Data\NEON GHG_20190913 2019-09-13\96.D,CUPE.SS.20190812.AIR,A00000113197,1.7246108,0.0555,0.884,548.5699204,5.67,0.549,0.7181145,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163048Z
e2280462-e827-4143-8e44-6211859ea801,D04,CUPE,CUPE,2019-08-12T11:53Z,2019-09-14,2,CUPE.ss.20190812.wat,C:\Chem32\1\Data\NEON GHG_20190913 2019-09-13\98.D,CUPE.SS.20190812.WAT,A00000113196,2.1561475,0.0555,0.884,1105.9354528,5.67,0.549,0.5022224,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163048Z
9866f315-23d2-4ca2-bbb6-aa6bee15d4e9,D04,CUPE,CUPE,2019-08-27T13:49Z,2019-09-14,5,CUPE.ss.20190827.air,C:\Chem32\1\Data\NEON GHG_20190913 2019-09-13\92.D,CUPE.SS.20190827.AIR,A00000113242,1.7293022,0.0555,0.884,506.9295461,5.67,0.549,0.6353256,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163048Z
afbab1ad-544a-4695-a175-acb4bc7b31dd,D04,CUPE,CUPE,2019-08-27T13:49Z,2019-09-14,6,CUPE.ss.20190827.wat,C:\Chem32\1\Data\NEON GHG_20190913 2019-09-13\94.D,CUPE.SS.20190827.WAT,A00000113243,1.6242227,0.0555,0.884,1107.2885024,5.67,0.549,0.7063494,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163048Z
2829a771-2f29-4da6-be43-a257c5f462ba,D04,CUPE,CUPE,2019-09-03T11:44Z,2019-09-14,11,CUPE.ss.20190903.air,C:\Chem32\1\Data\NEON GHG_20190913 2019-09-13\83.D,CUPE.SS.20190903.AIR,A00000112915,1.6652979,0.0555,0.884,496.3953308,5.67,0.549,0.4405475,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
96637d00-dca4-4124-8c5e-ff42868dcd96,D04,CUPE,CUPE,2019-09-03T11:44Z,2019-09-14,12,CUPE.ss.20190903.wat,C:\Chem32\1\Data\NEON GHG_20190913 2019-09-13\85.D,CUPE.SS.20190903.WAT,A00000112914,1.8325937,0.0555,0.884,1067.3311364,5.67,0.549,0.479592,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
f795cdf6-dbbe-468d-895f-01876474e763,D04,CUPE,CUPE,2019-09-12T12:00Z,2019-10-14,42,CUPE.ss.20190912.air,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\41.D,CUPE.SS.20190912.AIR,A00000112735,1.4977275,0.0555,0.884,710.4991314,5.67,0.549,0.2928072,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
7fd672db-281b-4d05-894d-12528660ad54,D04,CUPE,CUPE,2019-09-12T12:00Z,2019-10-14,43,CUPE.ss.20190912.wat,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\43.D,CUPE.SS.20190912.WAT,A00000112734,1.4108667,0.0555,0.884,1012.0545146,5.67,0.549,0.3767481,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
44eab757-4b4a-40b1-8359-1bc9d74b484f,D04,CUPE,CUPE,2019-09-23T13:00Z,2019-10-14,48,CUPE.ss.20190923.wat.2,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\38.D,CUPE.SS.20190923.WAT.2,A00000112676,1.9240298,0.0555,0.884,1189.7236552,5.67,0.549,0.3305105,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
6d4f650b-3e3d-4477-a344-2414636539fe,D04,CUPE,CUPE,2019-09-23T13:00Z,2019-10-14,46,CUPE.ss.20190923.wat.3,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\34.D,CUPE.SS.20190923.WAT.3,A00000112677,1.6493328,0.0555,0.884,1110.1165339,5.67,0.549,0.299924,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
db86ca37-5a7f-4c37-8093-8b5e90ce7026,D04,CUPE,CUPE,2019-09-23T13:00Z,2019-10-14,47,CUPE.ss.20190923.wat,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\36.D,CUPE.SS.20190923.WAT,A00000112675,1.6591576,0.0555,0.884,1049.5511799,5.67,0.549,0.3645972,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
d6b2dfa5-5387-4c49-b7d0-ee46254762b3,D04,CUPE,CUPE,2019-09-23T13:00Z,2019-10-14,49,CUPE.ss.20190923.air,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\40.D,CUPE.SS.20190923.AIR,A00000112678,1.6120961,0.0555,0.884,674.6942874,5.67,0.549,0.3119236,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T163344Z
0c730b2a-f7b8-498e-a08b-8142577dc235,D04,CUPE,CUPE,2019-10-01T11:52Z,2019-10-14,44,CUPE.ss.20191001.wat,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\37.D,CUPE.SS.20191001.WAT,A00000109709,2.0448599,0.0555,0.884,997.1127411,5.67,0.549,0.3005221,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
b3000708-0f4b-41ed-ae4b-6bfb6e7a8077,D04,CUPE,CUPE,2019-10-01T11:52Z,2019-10-14,45,CUPE.ss.20191001.air,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\39.D,CUPE.SS.20191001.AIR,A00000109708,1.6655183,0.0555,0.884,650.2649327,5.67,0.549,0.4111066,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
2cbf2df7-8dce-483b-ab41-135a410d5900,D04,CUPE,CUPE,2019-10-07T11:33Z,2019-10-14,40,CUPE.ss.20191007.air,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\42.D,CUPE.SS.20191007.AIR,A00000112450,1.3492731,0.0555,0.884,705.3361517,5.67,0.549,0.353349,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
a6515906-b925-4f86-abb9-812a3330437f,D04,CUPE,CUPE,2019-10-07T11:33Z,2019-10-14,41,CUPE.ss.20191007.wat,C:\Chem32\1\Data\NEON GHG 20191014 2019-10-14\44.D,CUPE.SS.20191007.WAT,A00000112449,1.2356247,0.0555,0.884,956.2235125,5.67,0.549,0.3193424,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
b3057bf7-c798-4f19-beff-23d1f96ca022,D04,CUPE,CUPE,2019-10-16T12:05Z,2019-11-14,9,CUPE.ss.20191016.wat,C:\Chem32\1\Data\NEON GHG 20191113 2019-11-13\82.D,CUPE.SS.20191016.WAT,A00000112375,1.6073876,0.0555,0.884,758.0442095,5.67,0.549,0.5127381,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
f036d0a8-ab26-4e56-a2c9-6122ea537c87,D04,CUPE,CUPE,2019-10-16T12:05Z,2019-11-14,10,CUPE.ss.20191016.air,C:\Chem32\1\Data\NEON GHG 20191113 2019-11-13\84.D,CUPE.SS.20191016.AIR,A00000112376,1.5871654,0.0555,0.884,549.2735203,5.67,0.549,0.6762712,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
ee37573f-01bb-43ad-84cf-4b83831958e3,D04,CUPE,CUPE,2019-10-28T11:44Z,2019-11-14,2,CUPE.ss.20191028.wat,C:\Chem32\1\Data\NEON GHG 20191113 2019-11-13\94.D,CUPE.SS.20191028.WAT,A00000112359,1.5666764,0.0555,0.884,903.4528565,5.67,0.549,0.6832822,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
eaa5cd31-ca46-4ecb-b6b8-48706a7b1c49,D04,CUPE,CUPE,2019-10-28T11:44Z,2019-11-14,1,CUPE.ss.20191028.air,C:\Chem32\1\Data\NEON GHG 20191113 2019-11-13\92.D,CUPE.SS.20191028.AIR,A00000112360,1.4968128,0.0555,0.884,589.6292984,5.67,0.549,0.4870335,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200309T150029Z
1790227f-2731-4245-9750-184c8c44e871,D04,CUPE,CUPE,2019-11-05T11:41Z,2019-11-14,6,CUPE.ss.20191105.air,C:\Chem32\1\Data\NEON GHG 20191113 2019-11-13\88.D,CUPE.SS.20191105.AIR,A00000112279,1.4284559,0.0555,0.884,593.6947066,5.67,0.549,0.3344106,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200406T144841Z
05eec63d-909e-4bc9-909c-82526a47d864,D04,CUPE,CUPE,2019-11-05T11:41Z,2019-11-14,5,CUPE.ss.20191105.wat,C:\Chem32\1\Data\NEON GHG 20191113 2019-11-13\86.D,CUPE.SS.20191105.WAT,A00000112278,1.7926855,0.0555,0.884,801.9737215,5.67,0.549,0.3252646,0.00464,0.626,OK,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200406T144841Z
94a930c6-8cca-4563-a850-a3803cad0a22,D13,COMO,COMO,2019-01-14T19:00Z,2019-02-20,45,COMO.SS.20190114.AIR,C:\Chem32\1\Data\NEON_GHG 2019-02-19\69.D,COMO.SS.20190114.AIR,A00000051431,1.9917205,0.2,1.87,587.8438777,2.2,0.234,0.7046591,0.1,1.06,OK,Loecke Lab at University of Kansas,x62Vn5hs7AEYJHGg93BQog==,,1,2,,-1,20200224T171826Z
bcb127c8-7198-4144-a2b3-1460b8c1d25b,D13,COMO,COMO,2019-01-14T19:00Z,2019-02-20,46,COMO.SS.20190114.WAT,C:\Chem32\1\Data\NEON_GHG 2019-02-19\71.D,COMO.SS.20190114.WAT,A00000051430,2.7038283,0.2,1.87,1165.7122804,2.2,0.234,0.7989952,0.1,1.06,OK,Loecke Lab at University of Kansas,x62Vn5hs7AEYJHGg93BQog==,,1,2,,-1,20200224T171826Z
3674383e-95fc-4bda-92b9-ad19db248bb7,D13,COMO,COMO,2019-02-19T16:56Z,2019-03-09,18,COMO.SS.20190219.WAT,C:\Chem32\1\Data\NEON_GHG 2019-03-08\59.D,COMO.SS.20190219.WAT,A00000051479,2.4643192,0.2,1.87,773.7324538,2.2,0.234,0.4906752,0.1,1.06,OK,Loecke Lab at University of Kansas,x62Vn5hs7AEYJHGg93BQog==,,1,2,,-1,20200224T171611Z
6ba66f95-950d-4045-9919-63246888c9ff,D13,COMO,COMO,2019-02-19T16:56Z,2019-03-09,17,COMO.SS.20190219.AIR,C:\Chem32\1\Data\NEON_GHG 2019-03-08\57.D,COMO.SS.20190219.AIR,A00000051480,2.3746177,0.2,1.87,499.3887048,2.2,0.234,0.5929492,0.1,1.06,OK,Loecke Lab at University of Kansas,x62Vn5hs7AEYJHGg93BQog==,,1,2,,-1,20200224T171611Z
b7f9dd91-525a-46d5-805b-ed76720f5b2e,D13,COMO,COMO,2019-03-19T17:56Z,2019-04-10,34,COMO.ss.20190319.wat,C:\Chem32\1\Data\NEON_GHG 2019-04-10\44.D,COMO.SS.20190319.WAT,A00000051702,2.2857183,0.2,1.87,1353.594541,2.2,0.234,0.4925937,0.1,1.06,OK,Loecke Lab at University of Kansas,x62Vn5hs7AEYJHGg93BQog==,,1,2,,-1,20200224T171839Z
d063b55b-0f19-4f11-babc-39f808827212,D13,COMO,COMO,2019-03-19T17:56Z,2019-04-10,33,COMO.ss.20190319.air,C:\Chem32\1\Data\NEON_GHG 2019-04-10\42.D,COMO.SS.20190319.AIR,A00000051692,2.0442976,0.2,1.87,487.7946982,2.2,0.234,0.345629,0.1,1.06,OK,Loecke Lab at University of Kansas,x62Vn5hs7AEYJHGg93BQog==,,1,2,,-1,20200224T171839Z
e6f2524d-dfef-4d51-ac8b-d929dd5afa00,D13,COMO,COMO,2019-04-23T17:15Z,2019-05-06,11,A00000089655,C:\Chem32\1\Data\NEON_GHG 2019-05-06\22.D,COMO.SS.20190423.AIR,A00000089655,2.0463748,0.0555,0.884,469.5702017,5.67,0.549,0.3671823,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T170619Z
8c6a2a10-0611-401d-846a-49e1c4eb116b,D13,COMO,COMO,2019-04-23T17:15Z,2019-05-06,12,A00000089724,C:\Chem32\1\Data\NEON_GHG 2019-05-06\24.D,COMO.SS.20190423.WAT,A00000089724,2.2638142,0.0555,0.884,1417.7157921,5.67,0.549,0.520252,0.00464,0.626,,Loecke Lab at University of Kansas,iv4VLp7U+qRNfPBG26fk/g==,,1,2,,-1,20200224T170619Z
