uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,collectDate,aquaticSiteType,samplingImpractical,sdgSampleCollected,parentSampleID,eventID,measurementDepth,samplerType,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp,maxDepth,lakeSampleDepth1,lakeSampleDepth2,aCollectedBy,bCollectedBy,remarks,publicationDate
c5354cea-1722-41f7-89f8-c5319faccd61,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-07-09T11:45Z,stream,,,CUPE.SS.20190709,CUPE.20190709,,Grab,7.02,85,286.7,24.3,,,,0000-0003-1220-2331,0000-0003-3491-5113,,20200224T163103Z
e1d19df9-e41f-42b7-9ddb-2df3634feb13,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-07-18T11:46Z,stream,,,CUPE.SS.20190718,CUPE.20190718,,Grab,7.02,84.4,276.7,23.8,,,,0000-0002-4299-7043,0000-0003-2386-8235,,20200224T163103Z
e7c409a0-aca8-4d7a-9df2-0a45097948f3,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-08-06T10:39Z,stream,,,CUPE.SS.20190806,CUPE.20190806,,Grab,6.89,83.3,282.5,24.4,,,,0000-0003-3491-5113,0000-0003-1220-2331,,20200224T163048Z
09d9c5fd-56d6-49bb-a158-057c869bdf3f,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-08-12T11:29Z,stream,,,CUPE.SS.20190812,CUPE.20190812,,Grab,6.98,84.7,276.5,24.3,,,,0000-0003-1220-2331,0000-0003-3491-5113,,20200224T163048Z
88a3692e-f2fc-48a2-9de8-65570287b150,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-08-27T13:47Z,stream,,,CUPE.SS.20190827,CUPE.20190827,,Grab,6.98,85.6,278.8,24.7,,,,0000-0002-4067-8225,0000-0003-1220-2331,,20200224T163048Z
5244ea72-cdda-41b9-8229-624ea514b58d,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-09-03T11:23Z,stream,,,CUPE.SS.20190903,CUPE.20190903,,Grab,7.09,86.5,248.9,24.3,,,,0000-0003-2386-8235,0000-0003-1220-2331,,20200224T163344Z
aa0cd659-9976-4e94-935b-8f43a91763f6,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-09-12T11:50Z,stream,,,CUPE.SS.20190912,CUPE.20190912,,Grab,7.26,87.7,240.1,23.9,,,,0000-0003-3491-5113,0000-0002-4299-7043,,20200224T163344Z
ebb9574a-839e-4bb3-86df-c1c5368c60a0,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-09-23T12:41Z,stream,,,CUPE.SS.20190923,CUPE.20190923,,Grab,7.34,89.2,257,24.2,,,,0000-0002-4299-7043,0000-0003-3491-5113,,20200224T163344Z
4eb2cc2f-d6d5-4ad8-9b7d-1746aa31fcc3,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-10-01T11:43Z,stream,,,CUPE.SS.20191001,CUPE.20191001,,Grab,7.96,96.4,243.5,24,,,,0000-0003-3491-5113,0000-0003-1220-2331,,20200309T150029Z
262676e2-ed5a-46a1-95da-89412266dfb1,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-10-07T11:28Z,stream,,,CUPE.SS.20191007,CUPE.20191007,,Grab,8,96.4,271.3,23.9,,,,0000-0003-2386-8235,0000-0003-1220-2331,,20200309T150029Z
c9b5b793-0066-4006-bcf7-c3c33f3074b9,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-10-16T12:00Z,stream,,,CUPE.SS.20191016,CUPE.20191016,,Grab,8.27,97.1,199.1,22.5,,,,0000-0003-3491-5113,0000-0003-1220-2331,,20200309T150029Z
15bcbebf-cfea-44c5-bd53-2778eacc52e6,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-10-28T11:40Z,stream,,,CUPE.SS.20191028,CUPE.20191028,,Grab,8.1,95.4,248.9,22.7,,,,0000-0001-5314-0662,0000-0003-1220-2331,,20200309T150029Z
2cfc6658-7062-42d9-aa51-27a8f272762e,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-11-05T11:34Z,stream,,,CUPE.SS.20191105,CUPE.20191105,,Grab,8.09,94.8,240.2,22.5,,,,0000-0003-1220-2331,0000-0002-4299-7043,,20200406T144841Z
6c475a85-9529-4fde-8fae-eec50defa2b0,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-11-11T11:41Z,stream,,,CUPE.SS.20191111,CUPE.20191111,,Grab,8.12,96.5,290.5,23.2,,,,0000-0001-5314-0662,0000-0003-3491-5113,,20200406T144841Z
384ec5f9-a567-4f4f-a623-5785f05d5bc2,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-12-03T10:51Z,stream,,,CUPE.SS.20191203,CUPE.20191203,,Grab,7.86,93.1,286.6,22.9,,,,0000-0003-3491-5113,0000-0003-2386-8235,,20200504T172311Z
442c7c86-5cb5-4fc5-b3f7-e0e48cf98b93,D04,CUPE,CUPE.AOS.S2,18.110163,-66.986319,1,10,149.3,1,WGS84,,,,,,2019-12-10T11:13Z,stream,,,CUPE.SS.20191210,CUPE.20191210,,Grab,7.81,90.7,269.9,22,,,,0000-0001-5314-0662,0000-0002-4299-7043,,20200504T172311Z
eaf8ed9b-916e-4610-81a2-75658d7fe199,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-01-14T17:36Z,stream,,,COMO.SS.20190114,COMO.20190114,,Grab,8.46,57.6,31,-0.1,,,,Hschartel@battelleecology.org,dstetson@battelleecology.org,,20200224T171826Z
70eee9bb-8750-46cd-b453-bba35b0a1736,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-02-19T16:43Z,stream,,,COMO.SS.20190219,COMO.20190219,,Grab,8.39,55.2,31,-0.1,,,,rlehrter@battelleecology.org,Atworek@battelleecology.org,,20200224T171611Z
35dcdb3a-55fa-463c-ad5c-cac0eaef4781,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-03-19T17:00Z,stream,,,COMO.SS.20190319,COMO.20190319,,Grab,9.41,64.3,23.7,0.1,,,,0000-0002-5760-9269,0000-0002-9750-4517,,20200224T171839Z
19fe96b0-2137-4d7b-8c1b-37e7e405dc20,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-04-23T17:05Z,stream,,,COMO.SS.20190423,COMO.20190423,,Grab,9.75,67.2,23,0.2,,,,0000-0002-7071-0855,0000-0002-8159-7966,,20200224T170619Z
9ab4ebef-9cad-4152-9e88-4851f0877f7b,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-05-13T18:17Z,stream,,,COMO.SS.20190513,COMO.20190513,,Grab,9.68,96.1,33.9,0.5,,,,0000-0003-3415-3067,0000-0001-6869-2611,,20200224T170557Z
d01d00a6-aaa8-4cc4-aeed-cf88e3557768,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-05-21T16:30Z,stream,,,COMO.SS.20190521,COMO.20190521,,Grab,9.9,98.8,21.8,0.2,,,,0000-0002-7071-0855,0000-0001-7092-2850,,20200224T170557Z
4924b96d-ca0d-4abd-9e80-7cde7a81d839,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-05-28T20:42Z,stream,,,COMO.SS.20190528,COMO.20190528,,Grab,8.81,88.6,13.7,0.8,,,,0000-0001-7092-2850,0000-0003-3415-3067,,20200224T170557Z
05a1bd15-6f92-4833-a097-87cee20c8aa4,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-06-03T16:41Z,stream,,,COMO.SS.20190603,COMO.20190603,,Grab,9.45,95.5,22.5,1.1,,,,0000-0001-7092-2850,0000-0003-3415-3067,,20200224T171505Z
83f7d457-09a8-4119-bd82-c2f045acecdf,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-06-10T16:52Z,stream,,,COMO.SS.20190610,COMO.20190610,,Grab,9.32,95.6,17.1,2.1,,,,0000-0003-3415-3067,0000-0001-7092-2850,,20200224T171505Z
4e48aaa8-2ef0-4c0b-a2d7-13e75edaad5d,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-06-12T16:16Z,stream,,,COMO.SS.20190612,COMO.20190612,,Grab,10.77,112.5,16.3,2.6,,,,0000-0002-7071-0855,0000-0001-6869-2611,,20200224T171505Z
e0f3e653-0667-4ed3-ab29-505b83f98d47,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-06-18T16:29Z,stream,,,COMO.SS.20190618,COMO.20190618,,Grab,9.56,102.5,14.3,3.4,,,,0000-0001-6869-2611,0000-0002-8159-7966,,20200224T171505Z
58d0020c-a75a-4795-a73d-060cb9449345,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-06-20T15:41Z,stream,,,COMO.SS.20190620,COMO.20190620,,Grab,9.99,109.6,14.1,3.8,,,,0000-0003-3415-3067,0000-0001-7092-2850,,20200224T171505Z
29675f72-ba1c-461e-9382-70f9c9871de0,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-06-25T15:49Z,stream,,,COMO.SS.20190625,COMO.20190625,,Grab,9.44,99.5,15.5,2.8,,,,0000-0001-6869-2611,0000-0003-3415-3067,,20200224T171505Z
5e5b038a-ce2d-426a-bb77-922e5f84a1d7,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-06-27T16:10Z,stream,,,COMO.SS.20190627,COMO.20190627,,Grab,9.93,110.8,15.8,4.9,,,,0000-0002-7071-0855,0000-0001-6869-2611,,20200224T171505Z
fb3f957b-8080-48eb-8a35-553db510d03a,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-07-08T16:17Z,stream,,,COMO.SS.20190708,COMO.20190708,,Grab,8.9,107.2,15.8,8.1,,,,0000-0002-7071-0855,0000-0003-4673-1215,,20200224T170705Z
bbbf8516-4ea9-499f-b2d2-3e0e831c43cb,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-07-11T14:59Z,stream,,,COMO.SS.20190711,COMO.20190711,,Grab,8.63,108,16.6,7.7,,,,0000-0003-3415-3067,0000-0001-7092-2850,,20200224T170705Z
89382df5-54c5-4451-8c57-99f14d11fe89,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-07-16T16:50Z,stream,,,COMO.SS.20190716,COMO.20190716,,Grab,8.21,99.8,16.5,8.6,,,,0000-0003-3415-3067,0000-0001-6869-2611,,20200224T170705Z
af2f7d1c-4f59-47f1-8e38-5f7e09263bb1,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-07-22T15:34Z,stream,,,COMO.SS.20190722,COMO.20190722,,Grab,8.3,102.9,19.1,9.2,,,,0000-0001-6869-2611,0000-0001-7092-2850,,20200224T170705Z
f005189e-067b-4343-917c-8f2d3a3d5a83,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-08-05T16:20Z,stream,,,COMO.SS.20190805,COMO.20190805,,Grab,8.13,99.6,22.6,9,,,,0000-0001-6869-2611,"",,20200224T170612Z
dce0390a-3427-4fd3-856a-e07b29e08ecc,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-08-20T16:23Z,stream,,,COMO.SS.20190820,COMO.20190820,,Grab,8.16,98.5,30.8,8.3,,,,0000-0003-3415-3067,0000-0002-5760-9269,,20200224T170612Z
ea3a2764-746f-4837-a271-a3bf0adf758a,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-08-22T15:45Z,stream,,,COMO.SS.20190822,COMO.20190822,,Grab,8.29,97.9,31,7.3,,,,0000-0001-6869-2611,0000-0002-5760-9269,,20200224T170612Z
19e3b877-a777-4abe-9967-9dcbb5179a58,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-09-17T16:15Z,stream,,,COMO.SS.20190917,COMO.20190917,,Grab,8.35,97.2,35.1,6.7,,,,0000-0001-6869-2611,"",,20200224T170339Z
269f8309-0fe7-468e-a582-02d2b6a01d9a,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-09-24T17:06Z,stream,,,COMO.SS.20190924,COMO.20190924,,Grab,9.23,101.2,35.9,4.4,,,,0000-0001-6869-2611,0000-0003-4673-1215,,20200224T170339Z
08ae6ad8-92c0-4f4a-9ac3-8374914a4a2e,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-10-15T16:00Z,stream,,,COMO.SS.20191015,COMO.20191015,,Grab,9.57,92.8,38.8,0,,,,0000-0003-3415-3067,0000-0001-7092-2850,,20200309T153640Z
ef546358-e827-418c-9814-3c96559e768a,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-11-19T18:15Z,stream,,,COMO.SS.20191119,COMO.20191119,,Grab,10.35,101.3,39.7,0.1,,,,0000-0002-5795-6850,0000-0002-5760-9269,,20200406T161120Z
2604d047-d56f-43c2-a1fb-0fd2a73852a4,D13,COMO,COMO.AOS.S2,40.034953,-105.544407,0.1,10,3022.5,0,WGS84,,,,,,2019-12-17T17:45Z,stream,,,COMO.SS.20191217,COMO.20191217,,Grab,5.99,52.5,28.8,0,,,,0000-0002-5795-6850,0000-0002-7071-0855,,20200504T161049Z
